831938,TheRichest,UCdxi8d8qRsRyUi2ERYjYb-w,10 Most Amazing Underwater Discoveries,7:30
3995551,TheRichest,UCdxi8d8qRsRyUi2ERYjYb-w,The 10 Most Dangerous Waters In The World!,5:46
11487139,TheRichest,UCdxi8d8qRsRyUi2ERYjYb-w,The Most Luxurious First Class Airlines,4:35
1590089,WatchMojo.com,UCaWd5_7JhbQBe4dknZhsHJg,Top 10 Game Show Scandals,14:57
1125754,WatchMojo.com,UCaWd5_7JhbQBe4dknZhsHJg,Another Top 10 WTF Were They Thinking Music Videos,12:17
25692849,WatchMojo.com,UCaWd5_7JhbQBe4dknZhsHJg,Top 10 Annoyingly Catchy Songs,12:36
5615468,WatchMojo.com,UCaWd5_7JhbQBe4dknZhsHJg,Top 10 Monty Python Movie Moments,11:39
5304034,WatchMojo.com,UCaWd5_7JhbQBe4dknZhsHJg,Top 10 Cheesiest One-Hit Wonders of the 2000s,12:54
829167,WatchMojo.com,UCaWd5_7JhbQBe4dknZhsHJg,Top 10 Visual Effects You Thought Were Real,11:16
3413223,WatchMojo.com,UCaWd5_7JhbQBe4dknZhsHJg,Top 10 Controversial Documentary Movies,11:25
558423,WatchMojo.com,UCaWd5_7JhbQBe4dknZhsHJg,Top 10 Movie Villains That Are Just Plain Bad,12:42
5308834,WatchMojo.com,UCaWd5_7JhbQBe4dknZhsHJg,Top 10 Real Time Strategy Games,8:56
291023,WatchMojo.com,UCaWd5_7JhbQBe4dknZhsHJg,Top 10 Funniest Movie Quotes of the 2000s,13:00
520391,WatchMojo.com,UCaWd5_7JhbQBe4dknZhsHJg,Top 10 Huge Events Completely Overshadowed By Other Events,11:17
450533,WatchMojo.com,UCaWd5_7JhbQBe4dknZhsHJg,Top 10 Savage Celebrity Roasters,15:26
2194413,WatchMojo.com,UCaWd5_7JhbQBe4dknZhsHJg,Top 10 Worst Anti-Drug Commercials,10:29
561385,WatchMojo.com,UCaWd5_7JhbQBe4dknZhsHJg,Another Top 10 Most Powerful Anime Characters,11:31
2487319,WatchMojo.com,UCaWd5_7JhbQBe4dknZhsHJg,Top 10 Saddest Sitcom Moments,15:52
10252936,The Tonight Show Starring Jimmy Fallon,UC8-Th83bH_thdKZDJCrn88g,Jimmy and Kevin Hart Visit a Haunted House,4:26
14408129,The Tonight Show Starring Jimmy Fallon,UC8-Th83bH_thdKZDJCrn88g,Obama Calls Donald Trump with Debate Advice,5:16
7923726,The Tonight Show Starring Jimmy Fallon,UC8-Th83bH_thdKZDJCrn88g,Best Friends Challenge with Ariana Grande,5:55
4090350,The Tonight Show Starring Jimmy Fallon,UC8-Th83bH_thdKZDJCrn88g,Would You Rather with Kevin Hart,7:03
13915537,The Tonight Show Starring Jimmy Fallon,UC8-Th83bH_thdKZDJCrn88g,Jim Parsons Annoys Rihanna with Her Song Lyrics,3:24
11785978,The Tonight Show Starring Jimmy Fallon,UC8-Th83bH_thdKZDJCrn88g,Kenan &amp; Kel Reunite for &quot;Good Burger&quot; Sketch,7:15
6267862,The Tonight Show Starring Jimmy Fallon,UC8-Th83bH_thdKZDJCrn88g,Sofia Vergara Chats with Jimmy While Sucking Helium,2:15
13705288,The Tonight Show Starring Jimmy Fallon,UC8-Th83bH_thdKZDJCrn88g,Donald Trump&#39;s Phone Call with Hillary Clinton,4:45
13329421,The Tonight Show Starring Jimmy Fallon,UC8-Th83bH_thdKZDJCrn88g,Sylvester Stallone Hated Arnold Schwarzenegger,4:40
15222144,The Tonight Show Starring Jimmy Fallon,UC8-Th83bH_thdKZDJCrn88g,Donald Trump Interviews Himself In the Mirror,5:49
3857087,The Tonight Show Starring Jimmy Fallon,UC8-Th83bH_thdKZDJCrn88g,&quot;Ew!&quot; with Miley Cyrus,3:57
1654643,The Tonight Show Starring Jimmy Fallon,UC8-Th83bH_thdKZDJCrn88g,Sofia Vergara Accepts Joe Manganiello&#39;s Pittsburgh Steelers Obsession,4:26
1459432,The Tonight Show Starring Jimmy Fallon,UC8-Th83bH_thdKZDJCrn88g,Box of Lies with Emily Blunt,6:56
1096484,The Tonight Show Starring Jimmy Fallon,UC8-Th83bH_thdKZDJCrn88g,Truth or Door with Samuel L. Jackson and Gina Rodriguez,6:09
4913591,The Tonight Show Starring Jimmy Fallon,UC8-Th83bH_thdKZDJCrn88g,Phone Booth with Miley Cyrus,9:22
5162220,Wiki Tube,UCGJtOR7xTjDOm9uOSx-R23w,Rich Kids Go Shopping,46:30
430589,Truth,UCjx7SIp2Ck_FiWl90-NDyZQ,Saddam Hussein - The Truth  (Documentary),53:31
3352145,CircumciseYourHeart,UCWbsgPlZF7F_nJNq5--2f9A,The Real Noah&#39;s Ark Found in Turkey: Phenomenon Archives Documentary (ReUpload),44:37
6338703,grndrsngh,UCWqMJdp8bl6VMjz0ivgqpsA,Longest Sniper Kill Ever ! 1.5 mile,10:00
1009190,Mind Blow,UC76oOi1L0BOsLome8P-mBnw,World Biggest Aircraft Carrier Ever Built (HD) #Full Documentary,44:32
5192870,Walter Semkiw,UCcq_6XBEAhXcHC2jwNXV6ng,Evidence of Reincarnation,9:57
2381384,Disclosure Discovery,UCqD0vyYRw_INQABDExIMCwQ,The Discovery of 1MY_COMMA750MY_COMMA000 Year Old Man Made Bridge (DOCUMENTARY),10:30
1613948,Velva Rutan,UCEo03f8ZHSm6cN7BgZNvoSQ,The World&#39;s Strongest Material - BBC Documentary,55:44
3413223,WatchMojo.com,UCaWd5_7JhbQBe4dknZhsHJg,Top 10 Controversial Documentary Movies,11:25
1600379,AIO Documentaries,UC2lkQ3qo9nopVxGRZnND21Q,Pablo Escobar Documentary - The King of Coke,1:29:02
1264974,Armed Forces,UCCStXd0VQmwhESXivowRn1g,World&#39;s Most Advanced Unbeatable Special Forces Ever - Full Documentary,44:17
1402625,Armed Forces,UCCStXd0VQmwhESXivowRn1g,U.S Army Most Feared Deadly Tanks Ever  - Full Documentary,44:53
450608,Docs Channel,UCqp3z8qbLBkiPWgfBtFadVA,Ultimate Defense and Hideouts - Bunker Documentary - DOCS CHANNEL,43:49
1793184,The Documentaries,UCm1THeuh88fxJIj49xNZS9A,World Largest and Scariest Spiders Documentary HD,44:49
1518113,National Geographic Documentary,UC6VkZh1UjZSyIj-N4atbMyw,National Geographic - Aliens Killing Humans - Secret Revealed  [ UFO ] Documentary,44:39
5635593,KinoCheck International,UCLRlryMfL8ffxzrtqv0_k_w,JUSTICE LEAGUE Trailer &amp; Setvisit (2017),4:17
4240850,Zero Media,UCuuU2L90sqhQahV1IkhCPaQ,John Wick: Chapter 2 Official Trailer #1 (2017) Keanu Reeves Action Movie HD,2:10
4902267,TerraStone,UCCJ05ttZkWIarFqLsiZQI_A,Star Wars: Rogue One (2016) FINAL TRAILER - Felicity Jones Movie HD [F-M],2:38
2604988,Zero Media,UCuuU2L90sqhQahV1IkhCPaQ,Rogue One: A Star Wars Story Official Trailer #3 (2016) Felicity Jones Movie HD,2:56
12601967,Star Wars,UCZGYJFUizSax-yElQaFDp5Q,Rogue One: A Star Wars Story Trailer #2 (Official),2:38
24289458,Star Wars,UCZGYJFUizSax-yElQaFDp5Q,Rogue One: A Star Wars Story Trailer (Official),2:16
3239768,swtheoldrepublic,UCBGBXQmTRZ0uwfxvcCMfz_A,STAR WARS: The Old Republic – Knights of the Eternal Throne – &quot;Betrayed&quot; Trailer,6:10
18234420,Lionsgate Movies,UCJ6nMHaJPZvsJ-HmUmj1SeA,Power Rangers (2017 Movie) Official Teaser Trailer – ‘Discover The Power’,2:31
1422155,Zero Media,UCuuU2L90sqhQahV1IkhCPaQ,Army of One Official Trailer #1 (2016) Nicolas CageMY_COMMA Russell Brand Comedy Movie HD,2:50
860089,Screen Rant,UC2iUwfYi_1FCGGqhOUNx-iA,10 Controversial Disney Movies That Caused Serious Problems,7:53
1504185,KinoCheck International,UCLRlryMfL8ffxzrtqv0_k_w,All Movie Trailers of New York Comic-Con (2016) Power RangersMY_COMMA John Wick 2...,11:06
3679075,Netflix US &amp; Canada,UCWOA1ZGywLbqmigxE4Qlvuw,Marvel&#39;s Iron Fist | NYCC Teaser Trailer [HD] | Netflix,1:28
4885016,Lionsgate Movies,UCJ6nMHaJPZvsJ-HmUmj1SeA,John Wick: Chapter 2 (2017 Movie) Official Teaser Trailer - &#39;Good To See You Again&#39;,1:45
1002150,Movieclips Trailers,UCi8e0iOVk1fEOogdfu4YgfA,Army of One Official Trailer 1 (2016) - Nicolas Cage Movie,2:16
2389466,Lionsgate Movies,UCJ6nMHaJPZvsJ-HmUmj1SeA,Boo! A Madea Halloween (2016 Movie – Tyler Perry) Official Trailer – ‘Trick Or Treat’,2:25
11858278,CNN,UCupvZG-5ko_eiXAupbDfxWw,Trump supporter leaves CNN anchor speechless,2:36
12309958,NBC News,UCeY0bbntWzzVIaj2z3QigXg,The Second Presidential Debate: Hillary Clinton And Donald Trump (Full Debate) | NBC News,1:32:47
2358917,Late Night with Seth Meyers,UCVTyTA7-g9nopHeHbeuvpRA,New Bombshell Allegations Against Trump: A Closer Look,10:29
5410815,The Young Turks,UC1yBKRuGpC1tSM73A0ZjYjQ,The WORST Answer In Debate History,7:28
1370764,Trump Donald,UCaivEvbj_anotYj44llnwRA,Seth Meyers Destroys Donald Trump @ White House Correspondents Dinner 16 11 2015,10:31
8371322,Saturday Night Live,UCqFzWxSCi39LnW1JKFR3efg,Donald and Melania Trump Cold Open - SNL,4:49
8584437,Patrick Henry,UC9e_XuTNOJnwv1ics5jLPnw,This Video Will Get Donald Trump Elected,27:51
13705288,The Tonight Show Starring Jimmy Fallon,UC8-Th83bH_thdKZDJCrn88g,Donald Trump&#39;s Phone Call with Hillary Clinton,4:45
8594943,Saturday Night Live,UCqFzWxSCi39LnW1JKFR3efg,VP Debate Cold Open - SNL,9:44
2507764,Social View,UC6KN42HbGTw-6eLfBpz6LYQ,Trump Surrogate Betsy McCaughey Stuns Sally Kohn with Stupidity,9:57
1072095,TrailersMY_COMMA News &amp; Reviews,UCuopo2qMo061YXWZLq3XPyA,SNL: Donald Trump Billy Bush Tape Apology Spoof. Hilarious! | Alec Baldwin,9:35
2170288,Reflect,UCAL2QP3LRh-IgU_AFBrDF0g,Michelle Obama&#39;s EPIC Speech On Trump&#39;s Sexual Behavior (FULL | HD),24:14
1758990,Smash!,UCDh1D5hKC2GFeSPmmeTTc0w,Trump Surrogate Gasps Out Loud When CNN Panelist Call Trump ‘An Irredeemable PervertMY_COMMA A Predator’,6:12
3883422,Mark Dice,UCzUV5283-l5c0oKRtyenj6Q,Bill Clinton&#39;s Reaction To Trump Bringing His Sex Victims to Debate,4:01
1901541,zeal,UCJJHW4n4ezBfincbiniQ51g,Trump and Hillary: Time of my life -  LuckyTV,1:32
17905876,TheEllenShow,UCp0hYYBW6IMayGgR-WeoCvQ,You&#39;ll Flip for These Hidden Audience Talents,5:00
16696283,TheEllenShow,UCp0hYYBW6IMayGgR-WeoCvQ,Ellen and Britney Spears&#39; Mall Mischief,7:41
18009686,TheEllenShow,UCp0hYYBW6IMayGgR-WeoCvQ,Jennifer Aniston Finds Out About Ellen and Portia&#39;s Marriage,4:32
1491977,TheEllenShow,UCp0hYYBW6IMayGgR-WeoCvQ,Lea Michele Plays Who&#39;d You Rather?,3:20
869125,TheEllenShow,UCp0hYYBW6IMayGgR-WeoCvQ,Colin Farrell on Donald Trump Grabbing &#39;Kittens&#39;,5:19
1969473,TheEllenShow,UCp0hYYBW6IMayGgR-WeoCvQ,&#39;Average Andy&#39; with Michael Phelps,5:00
4127385,TheEllenShow,UCp0hYYBW6IMayGgR-WeoCvQ,Ellen at the Republican Debate,2:47
2658169,TheEllenShow,UCp0hYYBW6IMayGgR-WeoCvQ,5 Second Rule with Miley Cyrus and Sarah Jessica Parker,4:41
17087380,TheEllenShow,UCp0hYYBW6IMayGgR-WeoCvQ,Scare Videos with Annabelle,4:35
11095095,TheEllenShow,UCp0hYYBW6IMayGgR-WeoCvQ,Ellen and First Lady Michelle Obama Go to CVS,9:21
1816791,TheEllenShow,UCp0hYYBW6IMayGgR-WeoCvQ,Miley Cyrus Hosts the Show!,4:12
1802997,TheEllenShow,UCp0hYYBW6IMayGgR-WeoCvQ,6-Year-Old Chef Kicha Cooks with Ellen,4:23
2694828,TheEllenShow,UCp0hYYBW6IMayGgR-WeoCvQ,12-Year-Old &#39;AGT&#39; Winner Grace VanderWaal Performs!,6:05
1590660,TheEllenShow,UCp0hYYBW6IMayGgR-WeoCvQ,Hillary Clinton Gets Candid About Debate Drama,5:23
2890530,TheEllenShow	,UCp0hYYBW6IMayGgR-WeoCvQ,Khloé Kardashian Discusses Details of Kim Kardashian West&#39;s Experience in Paris	,4:07
